"","SNP","PVal"
"290","rs1267005",0.0513954931953532
"291","rs3754010",0.0358888953555599
"292","rs482156",0.0226449671223787
"293","rs665691",1.13089981494217
"294","rs292005",0.261375934144182
"295","rs2869513",0.186425465277465
"296","rs1832047",0.0968299431590413
"297","rs3845520",0.0225215843339078
"298","rs686663",0.238488563706528
"299","rs10489563",0.151320061607515
"300","rs676643",0.298086220251269
"301","rs674386",0.811801547308028
"302","rs627304",0.715564357108094
"303","rs10493016",0.437819599451168
"304","rs716243",0.462349847987842
"305","rs6679217",0.22923969974007
"306","rs2902667",0.0799862017818084
"307","rs3211051",0.0174326328165919
"308","rs3211053",0.122877764125801
"309","rs6424140",0.592740380795427
"310","rs2501378",0.607747460956075
"311","rs10493019",0.592740380795427
"312","rs4649175",0.0216904472278391
"313","rs1416834",0.415630913347233
"314","rs544030",0.385390964996785
"315","rs622345",0.264107127006166
"316","rs10489438",1.21412359705141
"317","rs3765428",0.384888198556148
"318","rs519782",0.050281522357332
"319","rs10489439",1.05250870787129
"320","rs10489440",0.387441906494066
"321","rs10489441",0.387441906494066
"322","rs10489442",0.034025920946836
"323","rs10489443",0.874493915233883
"324","rs11231",0.953769892089238
"325","rs2361150",0.113208497251777
"326","rs1006265",0.103341898400731
"327","rs7536848",0.0476233504622668
"328","rs419655",1.23765066115042
"329","rs1555220",0.467478967921895
"330","rs1007354",0.467478967921895
"331","rs10489161",0.0353939209798658
"332","rs6700387",0.343198916469643
"333","rs966102",0.953300575718707
"334","rs443523",0.108724764628741
"335","rs10493026",0.776670763619792
"336","rs4659384",0.140168366336041
"337","rs213628",0.0258911966963768
"338","rs1932067",0.700271128888974
"339","rs1343829",0.504191608322568
"340","rs1317709",0.156465743793465
"341","rs4585968",0.0598364952966753
"342","rs10493028",1.8511261118543
"343","rs10493029",1.8511261118543
"344","rs2050473",1.8511261118543
"345","rs10493030",1.69115055945959
"346","rs10493037",0.630327905922674
"347","rs1292081",1.43346905239776
"348","rs6671101",0.66380417953551
"349","rs490149",0.704666857524143
"350","rs559346",0.536071827364642
"351","rs10494394",0.621847581892278
"352","rs3766951",0.0952715265200044
"353","rs595725",0.146037485123511
"354","rs150089",0.00489645739400721
"355","rs2985334",0.0866445772681931
"356","rs2153165",0.0130093910736994
"357","rs553253",0.0309411753936296
"358","rs997550",0.0274906242995988
"359","rs2319404",0.384912290140468
"360","rs10489445",0.310351848118178
"361","rs873654",0.0971130716478105
"362","rs761429",0.103341898400731
"363","rs761430",0.049277456406582
"364","rs716325",0.477978139197731
"365","rs271372",0.146116506360851
"366","rs446335",0.146116506360851
"367","rs894219",0.120122701557071
"368","rs10493041",0.895860706538313
"369","rs1074073",0.0847314516023802
"370","rs10493042",0.727123588003413
"371","rs409914",0.23997052453513
"372","rs267661",0.72838449370245
"373","rs1543424",0.165514229695314
"374","rs10493043",0.598974047351575
"375","rs6684063",0.427866525218839
"376","rs587527",0.610461331940118
"377","rs3907322",0.145939866483723
"378","rs10489163",0.00966113878343776
"379","rs728337",0.586658292757362
"380","rs3104437",0.23358100323453
"381","rs1188414",0.570580168435789
"382","rs10493046",0.244658825014473
"383","rs1882027",0.563196780255387
"384","rs724512",0.00656077049837426
"385","rs2700541",0.198627125834282
"386","rs1408151",0.143137180433281
"387","rs1188390",0.0705656935723232
"388","rs4551635",0.719912179499761
"389","rs4949202",0.0772940774339716
"390","rs4949373",0.0647882850793856
"391","rs7539952",0.0882051372959358
"392","rs10493048",0.326586679772541
"393","rs4949455",0.138072326356411
"394","rs10493050",0.135146491725536
"395","rs10493051",0.846790121826997
"396","rs360511",1.30184207984694e-15
"397","rs699004",0.405104034839807
"398","rs9500",0.839554616002897
"399","rs1149128",0.0752017043833791
"400","rs1566231",0.929358374827398
"401","rs7534135",0.143137180433281
"402","rs10493053",0.143137180433281
"403","rs1998623",0.00983267929988908
"404","rs10493052",0.102263861742952
"405","rs2641957",0.509086801921411
"406","rs721306",0.1648819509986
"407","rs2131774",1.2523214777504
"408","rs7542533",0.969396077986493
"409","rs3754063",0.116628059494237
"410","rs1036756",0.104050083251048
"411","rs508796",0.217736124286126
"412","rs6661190",0.120272982029125
"413","rs512332",0.360627973145931
"414","rs513049",0.120272982029125
"415","rs4393118",0.000320742176890618
"416","rs490109",0.533779247137852
"417","rs1348174",1.13273174622171
"418","rs502585",0.0319703897655199
"419","rs10493054",0.240838804829416
"420","rs3845476",0.187878819424985
"421","rs3842834",0.187878819424985
"422","rs2358509",0.401487300152612
"423","rs3845477",0.193191603421702
"424","rs1884980",0.185672682634912
"425","rs1884981",0.339981446848385
"426","rs2180745",0.258649377451814
"427","rs1108929",0.104504747551033
"428","rs6665339",0.0317103907421422
"429","rs504527",0.291064632902853
"430","rs6701264",0.300414228083452
"431","rs1382600",0.433154392603994
"432","rs1382601",0.343783322709282
"433","rs1065965",0.434366289853302
"434","rs1065964",0.451702665634059
"435","rs9286953",0.343783322709282
"436","rs796405",0.434631929053138
"437","rs10493055",0.54393260427891
"438","rs722652",0.0903140224949763
"439","rs1414474",0.244434261970679
"440","rs719769",0.323983770681294
"441","rs10493056",0.267216596829591
"442","rs4653014",0.267216596829591
"443","rs6425887",0.153266888587021
"444","rs705197",0.150929263628465
"445","rs4653029",0.985169170712907
"446","rs4653036",0.565598264128861
"447","rs2075933",2.12713906927776
"448","rs798076",0.355269055730755
"449","rs798075",0.791736852723163
"450","rs798074",0.924992020347201
"451","rs34390318",0.721977646361273
"452","rs10493058",2.1822043334914
"453","rs2359382",0.696516225900897
"454","rs728449",0.550378825803228
"455","rs10493059",0.235508091618351
"456","rs10493060",0.12884367100629
"457","rs1342475",0.100979718558158
"458","rs6425904",0.0235940407307606
"459","rs10493062",0.0479474073461618
"460","rs618675",0.0327493351681668
"461","rs10493063",0.202569524076552
"462","rs1764402",0.00489645739400721
"463","rs768586",0.229758538450383
"464","rs10489658",0.7841031963682
"465","rs2093185",0.867105731729131
"466","rs10489657",0.316673059721121
"467","rs10489656",0.34836559890645
"468","rs1998175",0.17708274508889
"469","rs540458",0.52204666281375
"470","rs671699",0.52204666281375
"471","rs6686484",0.0701623511948251
"472","rs1635718",0.094546076918581
"473","rs883805",1.0751799526469
"474","rs10493072",0.0330917145812885
"475","rs2153337",0.179449115234723
"476","rs10493073",0.0330917145812885
"477","rs2282354",0.217313934769276
"478","rs10493076",0.0330917145812885
"479","rs10493077",0.0330917145812885
"480","rs7531479",0.152991873886014
"481","rs488359",0.0536148986963917
"482","rs2983118",0.0536148986963917
"483","rs4652921",0.273930505864418
"484","rs1395455",0.0353458812220648
"485","rs514262",0.0222008688018966
"486","rs10489412",0.457158133199217
"487","rs563293",0.796744539876972
"488","rs10489413",0.719372864264597
"489","rs218428",0.170514770037983
"490","rs10489415",0.541133900363068
"491","rs4652939",0.0859043293646505
"492","rs10489416",0.166010714973984
"493","rs2202094",0.153464636634082
"494","rs218390",0.229844635472904
"495","rs218385",0.229844635472904
"496","rs218381",0.229844635472904
"497","rs1542886",0.359821539060273
"498","rs302001",0.703771457755565
"499","rs1542885",0.214470080227502
"500","rs1411931",0.364907280044569
"501","rs949586",0.264438048671361
"502","rs10489425",0.888757328840512
"503","rs10908348",6.26812853259637e-16
"504","rs2745492",0.339820907034032
"505","rs10493079",0.695909053607459
"506","rs10493078",0.376502297323208
"507","rs215211",0.361243540880294
"508","rs215212",0.694613093704002
"509","rs2360010",0.076340846806021
"510","rs1010805",0.522592693678314
"511","rs9329570",0.289909931861765
"512","rs569791",0.0163080026795129
"513","rs7544568",0.163034821449556
"514","rs10493080",0.702639112613225
"515","rs2480697",0.0649937175330018
"516","rs1755296",0.67689487930342
"517","rs1891851",1.58876964471299
"518","rs7534892",0.103271877376627
"519","rs6678679",0.19675952777339
"520","rs10493081",0.0454197701983315
"521","rs2252153",1.4083896267709
"522","rs2248323",0.695909053607459
"523","rs1329818",0.83773106306447
"524","rs1329817",0.83773106306447
"525","rs716197",0.300594276218899
"526","rs724321",0.258905273618879
"527","rs581595",0.60102875488783
"528","rs9326146",0.0382223459838321
"529","rs1320454",0.360627973145931
"530","rs880303",0.526776854692192
"531","rs260970",0.210185649162554
"532","rs10493086",1.01114837912444
"533","rs950805",1.02529355906254
"534","rs2484754",0.601346344343083
"535","rs3116387",0.980315352222573
"536","rs2252410",0.601346344343083
"537","rs2252049",0.396379884276777
"538","rs2484749",1.30510639699105
"539","rs597708",0.907755495900059
"540","rs636156",0.907755495900059
"541","rs1180384",0.907755495900059
"542","rs683135",0.907755495900059
"543","rs783817",0.472558659844184
"544","rs1148945",1.41542852454301
"545","rs784597",1.22320086799438
"546","rs784600",0.236437123954569
"547","rs230275",1.20675653657597
"548","rs6693041",0.840103603682557
"549","rs6693076",0.722550545649399
"550","rs4660378",0.613270006439514
"551","rs1126973",0.911034411442593
"552","rs3122426",0.952212585637622
"553","rs3122427",0.952212585637622
"554","rs10493089",0.342827021589873
"555","rs10493090",0.342827021589873
"556","rs6700912",0.374201485989862
"557","rs2092735",0.384912290140468
"558","rs10489430",0.323838796816609
"559","rs407752",0.0351622994030516
"560","rs10489434",0.347886600562065
"561","rs736861",0.508625428574327
"562","rs10489164",0.186738967703726
"563","rs10489165",0.425788714400538
"564","rs10489166",0.45906321481357
"565","rs500586",0.674729628337816
"566","rs518312",0.556708713330798
"567","rs671704",0.817083079634175
"568","rs2361651",0.817083079634175
"569","rs823678",0.0470796031133337
"570","rs2251413",0.761049377811413
"571","rs7515340",0.43310609978484
"572","rs2802549",0.206360748822315
"573","rs10489522",1.05204127052532
"574","rs7531344",1.18176676732164
"575","rs2300650",0.311965649662278
"576","rs213744",0.21499963087628
"577","rs10493093",0.282420667547204
"578","rs10493094",1.09498044660366
"579","rs2363810",0.112380230926823
"580","rs3845572",0.609772094864806
"581","rs10493095",0.556708713330798
"582","rs10493102",0.0500852101838098
"583","rs7527409",0.36978940037321
"584","rs1073197",0.437984042765352
"585","rs4578215",0.581858333574566
"586","rs2148635",1.43709923220602
"587","rs871343",0.720510436594659
"588","rs4660575",0.720510436594659
"589","rs1073926",0.487547257660436
"590","rs10493098",0.519525355949693
"591","rs997385",0.0320064646978861
"592","rs7540176",0.102047819409117
"593","rs811461",1.35421891484273
"594","rs1408945",0.0452650561981989
"595","rs189426",0.195051934721198
"596","rs953194",0.0863271678899136
"597","rs634905",0.225583865218419
"598","rs1393009",0.225583865218419
"599","rs2455079",0.225583865218419
"600","rs2494366",1.06698604426234
"601","rs1536651",0.286144824956667
"602","rs10493106",4.33947359948979e-16
"603","rs10493107",0.102516938059274
"604","rs4660227",0.230621023579216
"605","rs1359292",0.621847581892278
"606","rs1408412",0.656858093944374
"607","rs10493112",0.607306549219974
"608","rs10493113",0.253372239753391
"609","rs1570432",0.446022393495579
"610","rs10493114",0.200370031501911
"611","rs2760081",0.67802981316011
"612","rs841856",0.404858377825262
"613","rs841852",0.543086002365424
"614","rs841851",0.543086002365424
"615","rs3738516",0.0679508373045904
"616","rs841576",0.329010054928938
"617","rs610200",0.155486502403737
"618","rs2367190",0.0418959876991109
"619","rs632866",0.163634942814966
"620","rs1198975",1.1641435816023
"621","rs10494115",0.276204710271046
"622","rs10493115",0.276204710271046
"623","rs839763",0.414070522918476
"624","rs7516647",0.326840254713301
"625","rs917294",0.473472294752082
"626","rs9326136",0.311240036308961
"627","rs10493116",0.0547526939050449
"628","rs3853364",0.0171651687777977
"629","rs161723",0.233887208026459
"630","rs4660275",0.271435051997199
"631","rs3866642",0.553152767469343
"632","rs10493118",0.752364875705963
"633","rs1890948",0.259517099479005
"634","rs10493119",0.572643334427783
"635","rs270754",1.03281560077205
"636","rs2924869",0.800211918939044
"637","rs270703",0.0797997346305627
"638","rs263975",0.124596196759025
"639","rs7519454",0.154290817943065
"640","rs546354",0.55512940351267
"641","rs3009974",0.226902074781514
"642","rs1938301",0.226902074781514
"643","rs1938407",0.069496382134284
"644","rs1771551",0.748126427874416
"645","rs10493120",0.198542993047461
"646","rs4660306",0.125818647138177
"647","rs2152077",0.134381747227245
"648","rs4073846",0.239194757753228
"649","rs1768807",0.530731802947432
"650","rs785506",0.530731802947432
"651","rs10493121",0.360627973145931
"652","rs7552312",0.303827415323263
"653","rs4660918",0.365990759815558
"654","rs10489769",0.494592921390343
"655","rs10489770",0.263797406525901
"656","rs952947",0.834684564005906
"657","rs6429606",1.05250870787129
"658","rs620913",5.78596479931973e-16
"659","rs2289447",0.302874885934563
"660","rs1150068",0.0577582117089018
"661","rs1048380",0.0863758847442211
"662","rs2275380",0.387240297972651
"663","rs1150064",0.0577582117089018
"664","rs1440487",0.91075099718483
"665","rs1440486",0.105863210914029
"666","rs720413",0.352966849332178
"667","rs2405335",0.0638984485752733
"668","rs10493125",0.282420667547204
"669","rs2405340",0.144676796871442
"670","rs1343294",0.418680920376619
"671","rs2245122",0.19137388592728
"672","rs6795",0.185407929845161
"673","rs881261",0.56373606577077
"674","rs560540",0.555348203412149
"675","rs688540",0.809837359939629
"676","rs2485446",0.26597708021619
"677","rs949540",0.0433860868813347
"678","rs7530242",0.439956741994753
"679","rs11584807",0.304781459482321
"680","rs4927069",0.881767554981499
"681","rs10493130",0.314787767706277
"682","rs10493131",0.768639920346824
"683","rs303912",0.269758532355029
"684","rs1693258",0.198189942138389
"685","rs647888",0.329641142988972
"686","rs560004",0.0198923978961123
"687","rs10489600",0.029900136156878
"688","rs169877",0.0935474941754252
"689","rs2063712",0.0165158285115323
"690","rs1343124",0.230621023579216
"691","rs2256030",0.840806125264262
"692","rs1539530",0.45609764315795
"693","rs2354462",0.840765776760409
"694","rs2803274",0.268745561539655
"695","rs320035",0.148413588611641
"696","rs1934393",0.287476252796479
"697","rs10493136",0.551451429247497
"698","rs1934369",0.0748695284803462
"699","rs1578844",0.41537308706504
"700","rs1108427",0.434958730335888
"701","rs726814",0.41537308706504
"702","rs6588154",0.304242645218824
"703","rs10493140",0.304242645218824
"704","rs10493139",0.41537308706504
"705","rs10493138",0.282787883068352
"706","rs3121515",0.0341523739577759
"707","rs3118223",0.047576975950137
"708","rs3118225",0.0623052419115396
"709","rs6665118",1.18309833661164
"710","rs679783",0.34078231769492
"711","rs3862265",0.0257020834548749
"712","rs673702",0.456346431657893
"713","rs483330",0.287429947856324
"714","rs354167",0.162617388421242
"715","rs1431638",0.00450722287766334
"716","rs241473",0.114837483195571
"717","rs1890288",0.012258731334853
"718","rs1112687",0.162617388421242
"719","rs10489864",0.180050523705384
"720","rs978178",0.162617388421242
"721","rs9326010",1.18309833661164
"722","rs4412638",1.06672821798015
"723","rs1393637",0.229844635472904
"724","rs1875645",0.487547257660436
"725","rs10493150",0.502294921001911
"726","rs2134456",0.664596939304064
"727","rs1846522",0.37610721836032
"728","rs3789586",0.503635617669317
"729","rs7543272",0.503635617669317
"730","rs6588391",0.0598364952966753
"731","rs10493152",0.263427464758942
"732","rs1849553",0.233510066902921
"733","rs1398868",0.381720713568934
"734","rs6588410",0.866651585314151
"735","rs10493155",0.464774636750381
"736","rs10489546",0.0288130656726148
"737","rs768529",0.734333663999351
"738","rs856613",0.840103603682557
"739","rs2251411",0.159661511301833
"740","rs1932229",0.358977884939892
"741","rs1288706",0.051969807049622
"742","rs7513934",0.380099996172553
"743","rs6682550",0.315095903954974
"744","rs835351",0.236366424430067
"745","rs1332776",1.13273174622171
"746","rs551591",1.37021319087495
"747","rs1242317",0.718554537709432
"748","rs7530287",0.524014047602119
"749","rs10493171",0.752502436556695
"750","rs725509",0.184236378022589
"751","rs725510",0.695909053607459
"752","rs1288420",0.247660609865955
"753","rs1317433",0.260258386130217
"754","rs1288344",0.0198615174352149
"755","rs1564485",0.164047907234168
"756","rs1288347",0.132291786377374
"757","rs1288338",0.571361576579695
"758","rs10493173",0.467478967921895
"759","rs10493174",1.23967808807562
"760","rs797910",0.606790036346019
"761","rs761490",0.389867929035087
"762","rs1181147",0.0479474073461618
"763","rs10489461",0.121907898451507
"764","rs6588494",0.451566885943203
"765","rs1018402",0.064961515788154
"766","rs7517900",0.0346458572348579
"767","rs620907",0.441462651334631
"768","rs7526578",0.14913520894961
"769","rs950397",4.82163733276644e-17
"770","rs10493175",0.60901874271272
"771","rs625643",0.331260331859878
"772","rs3766437",0.171015158755548
"773","rs603901",0.705034314541203
"774","rs590041",0.727410079611026
"775","rs10489809",0.449992952063319
"776","rs7524749",0.322723998471417
"777","rs2076571",0.831400010511678
"778","rs10489565",0.199450360630058
"779","rs571199",0.0644706954466436
"780","rs1180937",0.118317406928771
"781","rs10489660",0.17246912439125
"782","rs689322",0.709988581478317
"783","rs688938",0.695884670571007
"784","rs141014",0.25867252308188
"785","rs667222",0.989018324449216
"786","rs2114580",0.151610183770199
"787","rs2317948",0.18412124828821
"788","rs2317949",0.133014684819882
"789","rs2317951",0.031981722210546
"790","rs7525649",0.763314289999504
"791","rs10493176",0.345514422995554
"792","rs630853",0.67194564192414
"793","rs644186",0.577567871630464
"794","rs10493179",0.581771023358697
"795","rs1165230",0.213123816212123
"796","rs1759497",0.50281030346016
"797","rs10493180",0.67689487930342
"798","rs3897715",0.244434261970679
"799","rs10493202",0.686592490030363
"800","rs10493201",0.686592490030363
"801","rs10489489",0.941339775988365
"802","rs964219",0.434631929053138
"803","rs207173",0.148712078363325
"804","rs207160",0.0881423690036518
"805","rs7523391",0.786198998055181
"806","rs910269",0.0374987954014221
"807","rs1986518",0.503837226190732
"808","rs7532502",0.355856390633238
"809","rs1695943",0.65518836183112
"810","rs2133555",0.782500524489921
"811","rs390415",0.0109568423296019
"812","rs748150",0.0752901264105356
"813","rs1321120",0.862046117597622
"814","rs378437",0.599975006655304
"815","rs4927257",0.110806788768162
"816","rs10493196",0.537965577789278
"817","rs7535298",0.00465525841270816
"818","rs10493194",0
"819","rs709397",1.72598277931763
"820","rs9326036",0.0828221848501393
"821","rs2767512",1.20975475886249
"822","rs9326037",1.06746699970801
"823","rs2767518",0.0787645189401596
"824","rs2819487",0.112225619513509
"825","rs1165520",0.289238740342991
"826","rs10493192",0.846048559847945
